Departamento,Código Divipola Departamento,Municipio,Código Divipola Municipio,Programa,Año de Asignacion,Estado,No.SFV Asignados,Valor Asignado
SANTANDER,68,BUCARAMANGA,68001,Sentencias judiciales,2024,Asignados,1,97500000
SANTANDER,68,CIMITARRA,68190,Sentencias judiciales,2023,Asignados,1,102650000
SANTANDER,68,CIMITARRA,68190,Sentencias judiciales,2024,Asignados,1,112125000
SANTANDER,68,EL CARMEN,54245,Sentencias judiciales,2024,Asignados,1,104000000
SANTANDER,68,GIRON,68307,Sentencias judiciales,2023,Asignados,1,81200000
SANTANDER,68,RIONEGRO,05615,Sentencias judiciales,2023,Asignados,1,102000000
SANTANDER,68,RIONEGRO,05615,Sentencias judiciales,2024,Asignados,1,91000000
SANTANDER,68,SAN VICENTE DE CHUCURI,68689,Sentencias judiciales,2022,Asignados,1,70000000
SANTANDER,68,SIMACOTA,68745,Sentencias judiciales,2023,Asignados,1,96800000
SUCRE,70,SINCELEJO,70001,Convocatoria,2024,Asignados,108,2756160000
SUCRE,70,SINCELEJO,70001,Sentencias judiciales,2023,Asignados,4,349932800
SUCRE,70,SINCELEJO,70001,Sentencias judiciales,2024,Asignados,1,101519600
SUCRE,70,COLOSO,70204,Sentencias judiciales,2024,Asignados,3,323084720
SUCRE,70,LOS PALMITOS,70418,Sentencias judiciales,2024,Asignados,1,101519600
SUCRE,70,MORROA,70473,Convocatoria,2022,Asignados,26,1670760000
SUCRE,70,MORROA,70473,Convocatoria,2023,Asignados,10,745416000
SUCRE,70,MORROA,70473,Convocatoria,2024,Asignados,4,334152000
SUCRE,70,MORROA,70473,Sentencias judiciales,2023,Asignados,9,782684000
SUCRE,70,MORROA,70473,Sentencias judiciales,2024,Asignados,11,1141939907
SUCRE,70,OVEJAS,70508,Sentencias judiciales,2024,Asignados,5,539566160
SUCRE,70,PALMITO,70523,Convocatoria,2022,Asignados,32,2056320000
SUCRE,70,PALMITO,70523,Convocatoria,2023,Asignados,8,596332800
SUCRE,70,SAMPUES,70670,Convocatoria,2022,Asignados,14,899640000
SUCRE,70,SAMPUES,70670,Convocatoria,2023,Asignados,13,969040800
SUCRE,70,SAMPUES,70670,Convocatoria,2024,Asignados,3,250614000
SUCRE,70,SAN ONOFRE,70713,Convocatoria,2022,Asignados,29,1863540000
SUCRE,70,SAN ONOFRE,70713,Convocatoria,2023,Asignados,8,596332800
SUCRE,70,SAN ONOFRE,70713,Convocatoria,2024,Asignados,3,250614000
SUCRE,70,SINCE,70742,Convocatoria,2022,Asignados,24,1542240000
SUCRE,70,SINCE,70742,Convocatoria,2023,Asignados,21,1565373600
SUCRE,70,SINCE,70742,Convocatoria,2024,Asignados,5,417690000
TOLIMA,73,IBAGUE,73001,Sentencias judiciales,2022,Asignados,15,1138575000
TOLIMA,73,IBAGUE,73001,Sentencias judiciales,2023,Asignados,7,644786386
TOLIMA,73,IBAGUE,73001,Sentencias judiciales,2024,Asignados,2,217750000
TOLIMA,73,ANZOATEGUI,73043,Sentencias judiciales,2022,Asignados,1,70000000
TOLIMA,73,ATACO,73067,Convocatoria,2023,Asignados,32,2598400000
TOLIMA,73,ATACO,73067,Sentencias judiciales,2023,Asignados,1,97450000
TOLIMA,73,CHAPARRAL,73168,Convocatoria,2023,Asignados,37,3004400000
TOLIMA,73,COYAIMA,73217,Sentencias judiciales,2024,Asignados,1,100750000
TOLIMA,73,FRESNO,73283,Sentencias judiciales,2023,Asignados,2,171695320
TOLIMA,73,HERVEO,73347,Sentencias judiciales,2023,Asignados,1,95500000
TOLIMA,73,LIBANO,73411,Sentencias judiciales,2023,Asignados,1,100700000
TOLIMA,73,NATAGAIMA,73483,Convocatoria,2023,Asignados,30,2436000000
TOLIMA,73,ORTEGA,73504,Sentencias judiciales,2023,Asignados,1,102975000
TOLIMA,73,PLANADAS,73555,Convocatoria,2023,Asignados,31,2517200000
TOLIMA,73,RIOBLANCO,73616,Convocatoria,2023,Asignados,22,1786400000
TOLIMA,73,SANTA ISABEL,73686,Sentencias judiciales,2022,Asignados,1,70000000
TOLIMA,73,SANTA ISABEL,73686,Sentencias judiciales,2023,Asignados,1,97450000
TOLIMA,73,VENADILLO,73861,Sentencias judiciales,2023,Asignados,1,98100000
VALLE DEL CAUCA,76,CALI,76001,Sentencias judiciales,2022,Asignados,13,999144622
VALLE DEL CAUCA,76,CALI,76001,Sentencias judiciales,2023,Asignados,47,4573941477
VALLE DEL CAUCA,76,CALI,76001,Sentencias judiciales,2024,Asignados,2,220589270
VALLE DEL CAUCA,76,BUENAVENTURA,76109,Convocatoria,2024,Asignados,126,11882340700
VALLE DEL CAUCA,76,BUENAVENTURA,76109,Sentencias judiciales,2024,Asignados,72,8423856000
VALLE DEL CAUCA,76,GUADALAJARA DE BUGA,76111,Sentencias judiciales,2024,Asignados,1,113505718
VALLE DEL CAUCA,76,DAGUA,76233,Convocatoria,2023,Asignados,20,1624000000
VALLE DEL CAUCA,76,EL DOVIO,76250,Convocatoria,2024,Asignados,1,23400000
VALLE DEL CAUCA,76,PALMIRA,76520,Sentencias judiciales,2023,Asignados,1,86870000
VALLE DEL CAUCA,76,PRADERA,76563,Sentencias judiciales,2023,Asignados,1,96318000
VALLE DEL CAUCA,76,RIOFRIO,76616,Sentencias judiciales,2024,Asignados,1,108600000
VALLE DEL CAUCA,76,ROLDANILLO,76622,Sentencias judiciales,2023,Asignados,1,87570000
VALLE DEL CAUCA,76,TRUJILLO,76828,Sentencias judiciales,2023,Asignados,1,93975000
VALLE DEL CAUCA,76,TULUA,76834,Sentencias judiciales,2023,Asignados,1,93973920
VICHADA,99,LA PRIMAVERA,99524,Convocatoria,2022,Asignados,40,2570400000
VICHADA,99,SANTA ROSALIA,99624,Convocatoria,2022,Asignados,21,1349460000
VICHADA,99,SANTA ROSALIA,99624,Convocatoria,2023,Asignados,4,298166400
VICHADA,99,CUMARIBO,99773,Convocatoria,2023,Asignados,79,5888786400
